language_name,Polski
Moraga_Gym_LeaderLois_Rematch_AfterBattle,Lois: Grass Pokémon are so~lovely, aren't they? Every~time I smell their sweet~floral scents... I can't help~but... Zzz...*<Player.Name>: And there she~goes...

[City Underpass]
CityUnderpass_Entrance_Moraga_NidoqueenTrade_Question,Hi! Do you have Nidoqueen?~Want to trade it for Nidoking?
CityUnderpass_Entrance_Moraga_NidoqueenTrade_Answer_No,That's too bad.
CityUnderpass_Entrance_Moraga_NidoqueenTrade_AfterTrade,How is my old Nidoking?~My Nidoqueen is doing great!
CityUnderpass_Entrance_Moraga_NidoqueenTrade_TradeSuccess,Okay, connect the cable~like so!
CityUnderpass_Entrance_Moraga_NidoqueenTrade_TradeFail,This is no Nidoqueen.*If you get one, trade it~with me!
CityUnderpass_Entrance_Moraga_NidoqueenTrade_CatchMethod,Received in a trade
CityUnderpass_Entrance_Moraga_NidoqueenTrade_CatchLocation,at the City Underpass
CityUnderpass_Entrance_Route56_Girl,People often lose things in~that underground path.

[Route 60]
Route60_Main_Sign,Route 60~Powerline Road*Moraga Town - Jaeru City -~Yuva Mila Lake

Route60_PowerPlant_Zapdos,Gyaao!
Route60_PowerPlant_Raikou,Rrroar!

[Route 60 - Jaeru City Gate]
Route60_Jaeru_Gate_Guard,Are you working on a Pokédex?*Prof. Tim's Aide came by here.

Route60_Jaeru_Gate_Aide_SuperRod_Question,Hi! Remember me?*I'm Prof. Tim's Aide!*If you've caught 75 kinds of~Pokémon, I'm supposed to~give you a Super Rod!*So <Player.Name>! Have you~caught at least 75 kinds~of Pokémon?
Route60_Jaeru_Gate_Aide_SuperRod_AnswerYes_75OrMorePokemon,Let's see...*Great! You have caught <Pokedex.Caught>~kinds of Pokémon!~Congratulations!*Here you go!
Route60_Jaeru_Gate_Aide_SuperRod_AnswerYes_LessThan75Pokemon,Let's see...*Uh-oh!~You haven't caught enough kinds~of Pokémon!*You need 75 kinds if~you want the Super Rod.
Route60_Jaeru_Gate_Aide_SuperRod_AnswerNo,Oh, I see.~When you get 75 kinds,~come back for the Super Rod.
Route60_Jaeru_Gate_Aide_SuperRod_AfterReceiveSuperRod,Have fun with it!

Route60_Jaeru_Gate_Binoculars_Left_Intro,Looked into the binoculars...
Route60_Jaeru_Gate_Binoculars_Left_Flying,A strange Pokémon is flying~to Mt. Boulder!
Route60_Jaeru_Gate_Binoculars_Left_Running,A strange Pokémon is running~towards Mt. Boulder!
Route60_Jaeru_Gate_Binoculars_Left_None,It's Mt. Boulder!
Route60_Jaeru_Gate_Binoculars_Right,Looked into the binoculars...*It looks like part of Johto!

[Jaeru City]
Jaeru_Main_Sign_RijonLeagueEntrance,Path to Rijon League Entrance
Jaeru_Main_Sign_City,Jaeru City~The Hoppy Town!
Jaeru_Main_Sign_BikeShop,Sklep rowerowy*Fajne rowery dla każdego!
Jaeru_Main_Sign_TownMap,Uwaga!*Zajrzyj na Mapę, jeśli się~zgubiłeś!
Jaeru_Main_Sign_Gym,Jaeru City~Pokémon Gym~Leader: Sparky*The Stunning Mechanic!
Jaeru_Main_NewsGuy_Question,Did you hear the news?
Jaeru_Main_NewsGuy_Answer_Yes,Oh, I wish I could have told!
Jaeru_Main_NewsGuy_Answer_No,Team Rocket took over the~Warehouse nearby!
Jaeru_Main_DirectionsGuy,If you go up north, you will~end up at the Rijon League!
Jaeru_Main_SilkTunnelGirl,I got a Ground Pokémon from~Silk Tunnel, but it still~wasn't good enough to beat~Sparky!

Jaeru_BikeShop_Youngster,These Bikes are cool, but~they're way expensive!
Jaeru_BikeShop_Woman,I knew modes of transportation~were getting more expensive,~but come on!
Jaeru_BikeShop_BikeSalesMan_NoVoucher,Hi! Welcome to our Bike Shop.~Have we got just the Bike~for you!*It's a cool Bike!~Do you want it?
Jaeru_BikeShop_BikeSalesMan_Option_Bicycle,Bicycle    $1000000
Jaeru_BikeShop_BikeSalesMan_Answer_Bicycle,Sorry! You can't afford it!*Come back again some time!
Jaeru_BikeShop_BikeSalesMan_Answer_Cancel,Come back again some time!
Jaeru_BikeShop_BikeSalesMan_HasVoucher_BeforeReceiveBike,Oh, that’s... A Bike Voucher!~OK! Here you go!
Jaeru_BikeShop_ExchangeVoucherForBike,<Player.Name> exchanged~the Bike Voucher for a Bicycle.
Jaeru_BikeShop_BikeInPocket,<Player.Name> stored it in the~№ KeyItems pocket.
Jaeru_BikeShop_BikeSalesMan_HasVoucher_AfterReceiveBike,How do you like your new~Bicycle?*You can take it on Rinjoh Veloway~and in caves!

Jaeru_PokeMart_RegularGuy,You will need eight Rijon~badges in order to reach the~Rijon League.
Jaeru_PokeMart_LittleBoy,My dad is up north trying to~go to the League!

Jaeru_PokeCenter_Gentleman,Go away, I'm on my cellphone!
Jaeru_PokeCenter_BenchGuy,Sparky was mean to me!~He called me a stupid little~kid.

Jaeru_Gym_Statues_BeforeDefeat,Jaeru City~Pokémon Gym~Leader: Sparky*Winning Trainers:~Mura
Jaeru_Gym_Statues_AfterDefeat,Jaeru City~Pokémon Gym~Leader: Sparky*Winning Trainers:~Mura~<Player.Name>
Jaeru_Gym_GymGuy_BeforeBadge,Gym Guy: Yo! Champ in making!*Sparky uses Electric-type~Pokémon!*Make sure you're prepared to~face him with some Grass and~Ground-type Pokémon!
Jaeru_Gym_GymGuy_AfterBadge,Gym Guy: Whew! That match was~electric!
Jaeru_Gym_SailorWilfried_IntroMessage,Leave now!
Jaeru_Gym_SailorWilfried_OutroMessage,Wow! Surprised me!
Jaeru_Gym_SailorWilfried_DefeatMessage,I'll never look down upon~a kid again.
Jaeru_Gym_RockerBryan_IntroMessage,ARE YOU READY TO ROCK?!
Jaeru_Gym_RockerBryan_OutroMessage,Fried!
Jaeru_Gym_RockerBryan_DefeatMessage,I doubt you will beat Sparky!
Jaeru_Gym_GentlemanWilliam_IntroMessage,Having trouble getting to~Sparky?
Jaeru_Gym_GentlemanWilliam_OutroMessage,Stop! You're very good!
Jaeru_Gym_GentlemanWilliam_DefeatMessage,Electricity is my domain!
Jaeru_Gym_LeaderSparky_BeforeBattle1,Sparky: Perkins!~Where's my wrench?!~This isn't gonna fix itself!*<Player.Name>: Uhhh, excuse me?
Jaeru_Gym_LeaderSparky_BeforeBattle2,Sparky: Ah, you're not~Perkins! By the looks of it,~you must be here to earn my~Badge! As the best mechanic~in Rijon, I, the great Sparky,~Leader of Jaeru City Gym, make~sure my employees are in~tip-top shape so that no task~gets left undone! Prepare to~get shocked by my efficiency~in Pokémon battling!
Jaeru_Gym_LeaderSparky_OutroMessage,Sparky: Shocking! Alright,~here. Take the Sparky Badge!
Jaeru_Gym_LeaderSparky_AfterBattle1,Sparky: The Sparky Badge,~named after yours truly,~increases your Pokémon's~speed, and lets you use Fly~anytime!*Take this too!
Jaeru_Gym_LeaderSparky_AfterBattle2,TM24 contains Thunderbolt!*Teach it to an Electric~Pokémon!
Jaeru_Gym_LeaderSparky_TalkAgain,Sparky: The next Gym is in~Castro Valley.*My good friend Koji will give~you a run for your money.
Jaeru_Gym_LeaderSparky_Rematch_BeforeBattle_Question,Sparky: Well, if it isn't the~big-shot. I was just itching~for battle, and you caught me~on my break. Ready for this?
Jaeru_Gym_LeaderSparky_Rematch_BeforeBattle_Answer_No,Sparky: Bah, celebrities.~Always expecting people to~make time for them. Maybe I'll~just make myself busy next~time you show up, see how you~like it.
Jaeru_Gym_LeaderSparky_Rematch_BeforeBattle_Answer_Yes,Sparky: All right! I'm so~amped up I can already see the~sparks flying!
Jaeru_Gym_LeaderSparky_Rematch_OutroMessage,Sparky: ... Whew. And back to~the garage for repairs.
Jaeru_Gym_LeaderSparky_Rematch_AfterBattle,Sparky: Remember kid, any~Pokémon team is like a well-~oiled machine. You should~always take the time to give~them that extra maintenance~and love!

Jaeru_OtherHouse_SittingGuy,Pokémon trainers pass by here~often on their way to the~Rijon League.
Jaeru_OtherHouse_StandingGuy,Znam trenerów z całego świata.

[Route 59]
Route59_Main_Sign_SilphCo,Magazyn Silph
Route59_Main_Sign_Route,Route 59~Jaeru Plains*Botan City - Jaeru City
Route59_Main_LassDaisy_IntroMessage,You are pretty strange.
Route59_Main_LassDaisy_OutroMessage,You're mean!
Route59_Main_LassDaisy_DefeatMessage,What are you looking at?
Route59_Main_BugCatcherYannik_IntroMessage,Hey! Wait up, lets battle!
Route59_Main_BugCatcherYannik_OutroMessage,No!
Route59_Main_BugCatcherYannik_DefeatMessage,My bugs should evolve soon!
Route59_Main_YoungsterKane_IntroMessage,Hi!*Take a look at my cool~Pokémon!
Route59_Main_YoungsterKane_OutroMessage,I don't believe it!
Route59_Main_YoungsterKane_DefeatMessage,You have cooler Pokémon than I~do!
Route59_Main_BugCatcherCarsten_IntroMessage,Looking at the trees.*So what?
Route59_Main_BugCatcherCarsten_OutroMessage,Come on!
Route59_Main_BugCatcherCarsten_DefeatMessage,You started it, not me!
Route59_Main_LassAileen_IntroMessage,Why did you look at me weird?!
Route59_Main_LassAileen_OutroMessage,Be nice!
Route59_Main_LassAileen_DefeatMessage,Your eyes confuse me.
Route59_Main_BugCatcherCavan_IntroMessage,Let's see how it goes.
Route59_Main_BugCatcherCavan_OutroMessage,Too quick for me.
Route59_Main_BugCatcherCavan_DefeatMessage,Trained Pokémon are stronger~than the wild ones!
Route59_Main_YoungsterJoey_IntroMessage,The name's Joey! I moved here~from Johto. Wanna feast your~eyes on the greatest Rattata~ever?
Route59_Main_YoungsterJoey_OutroMessage,Oh, no! Rattata!
Route59_Main_YoungsterJoey_DefeatMessage,My Rattata is in the top~percentage of all Rattata!*That's a fact!
Route59_Main_LassFiona_IntroMessage,Watch out!
Route59_Main_LassFiona_OutroMessage,That's it?
Route59_Main_LassFiona_DefeatMessage,Botan City is not that~far away!
Route59_Main_PokeManiac,That stupid guard won't let~me get to the next city!*What is his problem?!
Route59_Main_Beauty,A little beer makes the guard~go to sleep!

Route59_SilphCoWarehouse_SecurityDoors_WithCardKey,Bingo!~The Card Key opened the door!
Route59_SilphCoWarehouse_SecurityDoors_NoCardKey,Darn! It needs a Card Key!
Route59_SilphCoWarehouse_1F_Receptionist,Oh, it's you!*Thanks again for saving us!
Route59_SilphCoWarehouse_2F_TM42Lady_BeforeTalking,Wow, that event was sure~a nightmare!*You want to get rid of yours?~Take this!
Route59_SilphCoWarehouse_2F_TM42Lady_AfterTalking,TM42 is Dream Eater! It only~works on sleeping Pokemon,~but it swallows their dream!
Route59_SilphCoWarehouse_2F_RocketGruntLawrence_IntroMessage,This time we we will succeed!
Route59_SilphCoWarehouse_2F_RocketGruntLawrence_OutroMessage,I goofed!
Route59_SilphCoWarehouse_2F_RocketGruntLawrence_DefeatMessage,Our boss will not fail us!
Route59_SilphCoWarehouse_2F_RocketGruntNeyla_IntroMessage,Kid, why are you in here?!
Route59_SilphCoWarehouse_2F_RocketGruntNeyla_OutroMessage,Tough!
Route59_SilphCoWarehouse_2F_RocketGruntNeyla_DefeatMessage,You will never successfully~defeat Team Rocket!
Route59_SilphCoWarehouse_2F_RocketScientistPercy_IntroMessage,Ha! You thought I would help?
Route59_SilphCoWarehouse_2F_RocketScientistPercy_OutroMessage,You're good.
Route59_SilphCoWarehouse_2F_RocketScientistPercy_DefeatMessage,Go away kid!
Route59_SilphCoWarehouse_2F_RocketScientistNathan_IntroMessage,Can't open the doors?
Route59_SilphCoWarehouse_2F_RocketScientistNathan_OutroMessage,Drat! How could I lose?
Route59_SilphCoWarehouse_2F_RocketScientistNathan_DefeatMessage,The doors only open with~the Card Key!
Route59_SilphCoWarehouse_3F_RocketGruntScott_IntroMessage,Feeling lucky, punk?
Route59_SilphCoWarehouse_3F_RocketGruntScott_OutroMessage,Flame out!
Route59_SilphCoWarehouse_3F_RocketGruntScott_DefeatMessage,This didn't work in Saffron~City either!
Route59_SilphCoWarehouse_3F_RocketGruntSean_IntroMessage,Oh, not this again!
Route59_SilphCoWarehouse_3F_RocketGruntSean_OutroMessage,How are kids these days so~good?
Route59_SilphCoWarehouse_3F_RocketGruntSean_DefeatMessage,I think it's time for me~to retire.
Route59_SilphCoWarehouse_3F_RocketScientistJulius_IntroMessage,There's nothing down there~kid, turn back!
Route59_SilphCoWarehouse_3F_RocketScientistJulius_OutroMessage,Shoot!
Route59_SilphCoWarehouse_3F_RocketScientistJulius_DefeatMessage,Great, there's nothing I~can do.
Route59_SilphCoWarehouse_3F_OfficerWorker_Female0_BeforeDefeatGiovanni,Oh, now what will we do?
Route59_SilphCoWarehouse_3F_OfficerWorker_Female0_AfterDefeatGiovanni,You are a true hero!
Route59_SilphCoWarehouse_3F_OfficerWorker_Female1_BeforeDefeatGiovanni,The Team Rocket leader~is upstairs.*Defeat him!
Route59_SilphCoWarehouse_3F_OfficerWorker_Female1_AfterDefeatGiovanni,Thanks for everything!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male0_BeforeDefeatGiovanni,Silph can't afford this!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male0_AfterDefeatGiovanni,Thanks again kid!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male1_BeforeDefeatGiovanni,They must have targeted Silph~for our Pokémon products.
Route59_SilphCoWarehouse_3F_OfficerWorker_Male1_AfterDefeatGiovanni,Thanks again!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male2_BeforeDefeatGiovanni,The Rockets came and took~over!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male2_AfterDefeatGiovanni,I'd better get back to work!
Route59_SilphCoWarehouse_4F_RocketGruntHector_IntroMessage,Get out of here right now!
Route59_SilphCoWarehouse_4F_RocketGruntHector_OutroMessage,Don't... Please!
Route59_SilphCoWarehouse_4F_RocketGruntHector_DefeatMessage,You will never beat 'da Boss!
Route59_SilphCoWarehouse_4F_RocketLeaderGiovanni_BeforeBattle,Giovanni: What?!*Another child trying to stop~me from fulfilling Team~Rocket's goals?*If you don't stay out of~my business kid, you'll be in~a world of pain!*<Player.Name>: Bring it on.
Route59_SilphCoWarehouse_4F_RocketLeaderGiovanni_OutroMessage,Giovanni: Arrgh!! I lost~again?!
Route59_SilphCoWarehouse_4F_RocketLeaderGiovanni_AfterBattle,Giovanni: How can I run a~criminal organization if my~plans keep getting thwarted~by children?!*I guess I should just give up,~there's no way we can succeed~with kids like you!*Goodbye forever!
Route59_SilphCoWarehouse_4F_SilphCoManager_BeforeTalking,<Player.Name>: Is everyone okay?*Manager: Yes, thanks to you.*You're a brave kid.*<Player.Name>: It was~nothing, really.*Manager: I need to repay you~somehow. Oh here, have this~valuable gift!*<Player.Name>: Thank you~so much!
Route59_SilphCoWarehouse_4F_SilphCoManager_AfterTalking,Manager: Make sure to visit~our main building, located in~Saffron City, Kanto when you~have the time.

[Route 59 - Botan City Gate]
Route59_Botan_Gate_1F_Guard_NoBeer_Wait,Wait!
Route59_Botan_Gate_1F_Guard_NoBeer_CannotGoThrough,Sorry you can't go though.*I'm guarding the area!
Route59_Botan_Gate_1F_Guard_HaveBeer_GiveMeBeer,Whoa, kid!~I smell hard beer!*Give it to me I need it so bad!
Route59_Botan_Gate_1F_Guard_HaveBeer_DrinksBeer,<Player.Name> handed over the~Keg of Beer.*...Glug glug...~...Gulp...~This stuff hits you...
Route59_Botan_Gate_1F_Guard_HaveBeer_FallAsleep,Zzzzz...*<Player.Name>: Looks like I can~get past this guy now,~and complete my quest!
Route59_Botan_Gate_1F_Guard_StillAsleep,<Player.Name>: He's still asleep...
Route59_Botan_Gate_2F_EeveeTrade_Question,Hi! Do you have a~Mareep?*Want to trade it for Eevee?
Route59_Botan_Gate_2F_EeveeTrade_Answer_No,That's too bad.
Route59_Botan_Gate_2F_EeveeTrade_AfterTrade,How is my old Eevee?*My Mareep is doing great!
Route59_Botan_Gate_2F_EeveeTrade_TradeSuccess,Okay, connect the cable~like so!
Route59_Botan_Gate_2F_EeveeTrade_TradeFail,...This is no Mareep.*If you get one, trade it~with me!
Route59_Botan_Gate_2F_EeveeTrade_CatchMethod,Received in a trade
Route59_Botan_Gate_2F_EeveeTrade_CatchLocation,in the Gate on Route 59
Route59_Botan_Gate_2F_Binoculars_Left,Looked into the binoculars...*The Rijon League!
Route59_Botan_Gate_2F_Binoculars_Right,Looked into the binoculars...*A dark forest can be~seen... maybe there are some~ghosts there...
Route59_Botan_Gate_2F_Aide_ItemFinder_Question,Hi! Remember me?*I'm Prof. Tim's Aide!*If you've caught 45 kinds of~Pokémon, I'm supposed to~give you an Item Finder!*So <Player.Name>! Have you~caught at least 45 kinds~of Pokémon?
Route59_Botan_Gate_2F_Aide_ItemFinder_AnswerYes_45OrMorePokemon,Let's see...*Great! You have caught <Pokedex.Caught>~kinds of Pokémon!~Congratulations!*Here you go!
Route59_Botan_Gate_2F_Aide_ItemFinder_AnswerYes_LessThan30Pokemon,Let's see...*Uh-oh!~You haven't caught enough kinds~of Pokémon!*You need 45 kinds if~you want the Item Finder.
Route59_Botan_Gate_2F_Aide_ItemFinder_AnswerNo,Oh, I see.~When you get 45 kinds,~come back for the Item Finder.
Route59_Botan_Gate_2F_Aide_ItemFinder_AfterReceiveItemFinder,There are items on the ground~that can't be seen.~The Item Finder will reveal~hidden items near you for a~brief moment.~It doesn't tell you where they~are exactly, so you have to~look yourself!

[Botan City]
Botan_Main_Sign_City,Botan City*The City Of Nostalgia.
Botan_Main_Sign_Cave,Jaskinia Botan~DO ROZBIÓRKI*Wkrótce: Ekspansja~Pociągu Magnetycznego.*Kolej wysokich prędkości do~Kanto, Johto, Naljo i Tunod!* Pociąg Magnetyczny~W tę stronę ruszamy
Botan_Main_Scientist,Ten nadnaturalny las jest~bardzo intrygujący. Studiuję~go i sądzę, że być może to wirus~spowodowany przez~Ph4D95210XaP, ale moi ~współpracownicy uważają,~że zwariowałem.*A, gdzie moja Karta Klucz?
Botan_Main_Gentleman,Dzięki Bogu magazyn jest~bezpieczny.
Botan_Main_Rocker,MissingNo. to tylko duchy.
Botan_Main_FatGuy,Yeah! Team Rocket is gone!~It's safe to go out again!
Botan_Main_Beauty,The Haunted Forest is really~spooky.
Botan_Main_HealLady_Intro,My dream is to be a nurse~in the soon to be built~Pokémon Center!*Would you like me to heal your~Pokémon?
Botan_Main_HealLady_Outro,I hope to see you again!
Botan_Main_RocketGrunt_GetOutOfTheWay,Get out of the way!
Botan_Main_RocketGrunt_GetLost,Get lost, kid!
Botan_Main_RocketGrunt_WhatDoYouWant,What do you want? Get lost!
Botan_Main_RocketGrunt_WeAreTakingTheTown,We're takin' the town!
Botan_Main_RocketGrunt_TeamRocketWillBeRich,When the warehouse is ours,~Team Rocket will be rich!
Botan_Main_RocketGrunt_Sleeping,The boss had me watch over~some dingy warehouse all~night long.*Don't join Team Rocket if~you're looking for any extra~benefits, kid.*My back is killing me, and~I really need a nap...~Zzzz....Wha...

Botan_PokeMart_Guy,This place is better than~any other mart!
Botan_PokeMart_Girl,Revive is costly, but it revives~fainted Pokémon!

Botan_MrRumikoHouse_Nidorino_Cry,Nidorino: Gaoo!
Botan_MrRumikoHouse_Psyduck_Cry,Psyduck: Gwappa!
Botan_MrRumikoHouse_Grandson_BeforeRescue,Dziwne.*Nie ma pana Rumiko.
Botan_MrRumikoHouse_Grandson_AfterRescue,Jestem wnukiem pana Rumiko!
Botan_MrRumikoHouse_Granddaughter,Hiya!
Botan_MrRumikoHouse_Magazine,Pokémon Monthly
Botan_MrRumikoHouse_MrRumiko_BeforeReceivePokeFlute,Mr. Rumiko: Alright,~<Player.Name>!*Here is the gift I promised~you.*It's a very popular item...~a PokéFlute!
Botan_MrRumikoHouse_MrRumiko_AfterReceivePokeFlute,Mr. Rumiko: Upon hearing the~PokéFlute, any sleeping~Pokémon will wake up right~away!
Botan_MrRumikoHouse_MrRumiko_MoveTutor_Question,Mr. Rumiko: Good luck and~thanks again for saving me,~<Player.Name>!*I learned a couple of things~on my strolls through the~forest, would you like me to~teach one of your Pokémon~the move Dark Pulse for only~$3000?
Botan_MrRumikoHouse_MrRumiko_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Botan_MrRumikoHouse_MrRumiko_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
