language_name,Deutsch
Route66_SwimmerMaleLogan_DefeatMessage,I can beat Pokémon at~swimming!
Route66_SwimmerMaleIvan_IntroMessage,I tried diving for Pokémon,~but it was a no go!
Route66_SwimmerMaleIvan_OutroMessage,Help!
Route66_SwimmerMaleIvan_DefeatMessage,You have to fish for sea~Pokémon!

[Route 63]
Route63_Sign,Route 63~Old Creek*Hayward City - Silk Tunnel
Route63_JrTrainerFemaleAnnette_IntroMessage,On your way to Silk Tunnel~are you?
Route63_JrTrainerFemaleAnnette_OutroMessage,You little brat!
Route63_JrTrainerFemaleAnnette_DefeatMessage,The cave is way too scary~and dark for me!
Route63_HikerArchibald_IntroMessage,Bwahaha! Great!~I was bored, eh!
Route63_HikerArchibald_OutroMessage,Keep it coming, eh!*Oh wait. I'm out of Pokémon!
Route63_HikerArchibald_DefeatMessage,You sure had guts standing~up to me there, eh?
Route63_JrTrainerMaleBlake_IntroMessage,Hey you!*Yeah you!*Battle now!
Route63_JrTrainerMaleBlake_OutroMessage,Out like a light!
Route63_JrTrainerMaleBlake_DefeatMessage,What is it?
Route63_BugCatcherLeo_IntroMessage,Insects for the win!
Route63_BugCatcherLeo_OutroMessage,Beyond lame.
Route63_BugCatcherLeo_DefeatMessage,I'll never give up on~my bugs!
Route63_JrTrainerMaleMichael_IntroMessage,The tunnel ahead leads~to Moraga Town.
Route63_JrTrainerMaleMichael_OutroMessage,Can't measure up!
Route63_JrTrainerMaleMichael_DefeatMessage,Are you going to Moraga too?
Route63_JrTrainerFemaleSamantha_IntroMessage,What is it, creep?
Route63_JrTrainerFemaleSamantha_OutroMessage,Nasty!
Route63_JrTrainerFemaleSamantha_DefeatMessage,Maybe one day, but don't~count on it.
Route63_BugCatcherChristian_IntroMessage,Bug Pokémon never lose!
Route63_BugCatcherChristian_OutroMessage,My bugs...
Route63_BugCatcherChristian_DefeatMessage,Bugs are so underrated~these days.

[Silk Tunnel]
SilkTunnel_B3F_HikerGwendolin_IntroMessage,Such a big tunnel...
SilkTunnel_B3F_HikerGwendolin_OutroMessage,Lost? No!
SilkTunnel_B3F_HikerGwendolin_DefeatMessage,Which way is it to Hayward~City?
SilkTunnel_B3F_HikerReginald_IntroMessage,Hikers such as myself~love to explore!
SilkTunnel_B3F_HikerReginald_OutroMessage,I give up!
SilkTunnel_B3F_HikerReginald_DefeatMessage,This is a very long tunnel.
SilkTunnel_B3F_PokeManiacJames_IntroMessage,It's cold in here!
SilkTunnel_B3F_PokeManiacJames_OutroMessage,Whew! I'm exhausted!
SilkTunnel_B3F_PokeManiacJames_DefeatMessage,That battle warmed me up!
SilkTunnel_B3F_JrTrainerFemaleLeslie_IntroMessage,Ugh, this cave is so dirty!
SilkTunnel_B3F_JrTrainerFemaleLeslie_OutroMessage,Blegh.
SilkTunnel_B3F_JrTrainerFemaleLeslie_DefeatMessage,I don't know why hikers~like this tunnel!
SilkTunnel_B3F_JrTrainerFemaleTiffany_IntroMessage,I can't believe I got~lost again!
SilkTunnel_B3F_JrTrainerFemaleTiffany_OutroMessage,Ohhh! I did my best!
SilkTunnel_B3F_JrTrainerFemaleTiffany_DefeatMessage,I want to go home!
SilkTunnel_B3F_HikerAlexander_IntroMessage,Us hikers always meet here!
SilkTunnel_B3F_HikerAlexander_OutroMessage,Oops! Out-muscled!
SilkTunnel_B3F_HikerAlexander_DefeatMessage,Too bad I lost, oh well.
SilkTunnel_B3F_PokeManiacFrederic_IntroMessage,Cosplaying will make me~so cool!
SilkTunnel_B3F_PokeManiacFrederic_OutroMessage,Well, that's that.
SilkTunnel_B3F_PokeManiacFrederic_DefeatMessage,Cosplaying will get me~all the girls.

[Moraga Town]
Moraga_Main_Sign_Town,Moraga Town*Not really a town at all.
Moraga_Main_Sign_Pickpocketers,Look out for rabid~pick-pocketers!
Moraga_Main_Sign_Gym,Moraga Town~Pokémon Gym~Leader: Lois*The Princess of Plant~Pokémon!
Moraga_Main_Sign_TrainerTips,Trainer Tips*Keep an eye on where~you're going and if needed,~backtrack to cities you've~been to already.
Moraga_Main_Sign_HighSchoolAcademy,High School Academy
Moraga_Main_Sign_PrismMuseum,Prism Museum
Moraga_Main_Sign_NationsBurgers,Nation's Burgers
Moraga_Main_ShortcutMan,There's a shortcut to~Eagulou City nearby.
Moraga_Main_AlleyWoman,Being in the alley can~be scary sometimes.
Moraga_Main_LittleGirl,Help. I don't know where my~mommy is.
Moraga_Main_Psyduck_Cry,Psyduck: Psy-yiy?
Moraga_Main_TM31Man_BeforeTalking,You want to talk?*To me?*Thanks, I'm very lonely,~so take this thing I found~earlier...
Moraga_Main_TM31Man_AfterTalking,TM 31 teaches Mimic!*It lets your Pokémon copy one~of the opponent's moves!
Moraga_Main_GymLeaderFather,My daughter may appear cute,~but deep inside she is a~warrior!
Moraga_Main_FatGuy,That Gym Leader is hard...*No one can beat her!

Moraga_PokeCenter_BenchGuy,I wish I had HM 02 Fly.
Moraga_PokeCenter_Gentleman,Silph. Co. is very famous.~That's why it attracted~Team Rocket!
Moraga_PokeCenter_OldWoman,Pokémon growth rates differ~from species to species.

Moraga_PokeMart_LeafStoneGuy,Why is that Leaf Stone so~expensive?
Moraga_PokeMart_EscapeRopeGirl,Escape Ropes let you escape~from caves.

Moraga_FlyHouse_Fearow_Cry,Fearow: Kyueen!
Moraga_FlyHouse_FlyGirl_BeforeTalking,How do you people keep~finding me?*OK, take this HM just like~the others and scram!
Moraga_FlyHouse_FlyGirl_AfterTalking,HM 02 is Fly. It will take~you back to any town.*Put it to good use!

Moraga_SandshrewKidHouse_Father,My son just can't stop~paying attention to his~new pet!*At least it's better than~video games and TV...
Moraga_SandshrewKidHouse_Kid,Fun fun!
Moraga_SandshrewKidHouse_Sandshrew_Cry,Sandshrew: Grr!

Moraga_NationsBurgers_Chef,Welcome to Nation's Burgers!
Moraga_NationsBurgers_Waitress,We have the best hamburgers~in town!*We're on break though.
Moraga_NationsBurgers_FatGuy,Munch...*Ouch, heartburn!
Moraga_NationsBurgers_Hiker,A similar restaurant in~Kanto serves way better!
Moraga_NationsBurgers_CoinCaseGuy_BeforeTalking,Hey kid, want to win cool~prizes?*I just came from the Game~Corner in Owsauri City!*I'm stinkin' rich, so I just~buy coins. Here!
Moraga_NationsBurgers_CoinCaseGuy_AfterTalking,Ha ha!*Have fun at the Casino, kid!
Moraga_NationsBurgers_Drunkard_FirstTalk1,Hey kid... •hic•... have you~ever tried this •hic•?*<Player.Name>: Erm... No?*Drunkard: Don't... •hic• worry,~as you can... •hic• see,~it's harmless!
Moraga_NationsBurgers_Drunkard_FirstTalk2,<Player.Name>: If you say so...
Moraga_NationsBurgers_Drunkard_SecondTalk_HaveMoneyOrBeer,It tastes... •hic•~great, right?*If you want... •hic• more,~there's a vending... •hic•~machine at Southland Mall's...~•hic• roof, no vigilance!
Moraga_NationsBurgers_Drunkard_SecondTalk_NoMoneyOrBeer,What, you want... •hic•~another one?*You are out of... •hic• cash?~Okay, but only... •hic•~this once...*Don't tell... •hic• anyone!

Moraga_HighSchoolAcademy_Blackboard_Intro,The blackboard describes~Pokémon Status changes~during battles.
Moraga_HighSchoolAcademy_Blackboard_Question,Which heading do you want~to read?
Moraga_HighSchoolAcademy_Blackboard_Sleep,A Pokémon can't attack if~it's asleep!*Pokémon will stay asleep even~after battles!*Use Awakening to wake them~up!
Moraga_HighSchoolAcademy_Blackboard_Burn,A burn reduces power. It~also causes ongoing damage.*Burns remain after battles.*Use Burn Heal to cure a~burn!
Moraga_HighSchoolAcademy_Blackboard_Poison,When poisoned, a Pokémon's~health steadily drops.*Poison lingers after battles.*Use an Antidote to cure~poison!
Moraga_HighSchoolAcademy_Blackboard_Freeze,If frozen, a Pokémon~becomes totally immobile!*It stays frozen even~after the battle ends.*Use Ice Heal to thaw~out Pokémon!
Moraga_HighSchoolAcademy_Blackboard_Paralysis,Paralysis could make~Pokémon moves misfire and~reduces speed!*Paralysis remains after~battles.*Use Paralyze Heal for~treatment!
Moraga_HighSchoolAcademy_Teacher,Detention!*For... uh...*breathing!
Moraga_HighSchoolAcademy_Student,I am a material girl!*Yeah!
Moraga_HighSchoolAcademy_Notebook_Page1,Looked at the notebook!*First page...*Poké Balls are used to~catch Pokémon.*Up to 6 Pokémon can be~carried.*People who raise and make~Pokémon fight are called~Pokémon Trainers.*Turn the page?
Moraga_HighSchoolAcademy_Notebook_Page2,Second page...*A healthy Pokémon may be~hard to catch, so weaken~it first!*Poison, burns, and other~damage are effective!*Turn the page?
Moraga_HighSchoolAcademy_Notebook_Page3,Third page...*Pokémon Trainers seek~others to engage in~Pokémon fights.*Battles are constantly~fought at Pokémon Gyms.*Turn the page?
Moraga_HighSchoolAcademy_Notebook_Page4,Fourth page...*There are more than 200~Pokémon available in Rijon!*Most can also be found in~Kanto or Johto, but there~are more species, some~from Naljo!
Moraga_HighSchoolAcademy_Notebook_End,Guy: I plagiarized. So what?!

Moraga_PrismMuseum_Owner_PrismKeyHint,This is the Prism Museum.*Bring me a Prism item and~maybe I'll let you inside.*I'll give you a clue: not all~things are reflected in the~mirror.
Moraga_PrismMuseum_Owner_HavePrismKey,That is the Prism Key!*You are worthy, you may pass.*Legend says there are six~hidden eggs in Rijon.*It is my dream to collect 'em~all.~Bring them to me and I'll~give you splendid rewards!
Morage_PrismMuseum_GoldEgg_Hint,We have escaped the dungeon!
Morage_PrismMuseum_GoldEgg_Found,The Gold Egg!
Morage_PrismMuseum_SilverEgg_Hint,What is this sticky film on~the mountain?
Morage_PrismMuseum_SilverEgg_Found,The Silver Egg!
Morage_PrismMuseum_CrystalEgg_Hint,There are no Spinarak in this~cave!
Morage_PrismMuseum_CrystalEgg_Found,The Crystal Egg!
Morage_PrismMuseum_RubyEgg_Hint,I hope my game doesn't get~deleted.
Morage_PrismMuseum_RubyEgg_Found,The Ruby Egg!
Morage_PrismMuseum_SapphireEgg_Hint,A small token on the road to~victory.
Morage_PrismMuseum_SapphireEgg_Found,The Sapphire Egg!
Morage_PrismMuseum_SapphireEgg_ReceivedMasterBall,It's a Master Ball!
Morage_PrismMuseum_EmeraldEgg_Hint,Pack your bug spray.
Morage_PrismMuseum_EmeraldEgg_Found,The Emerald Egg!
Morage_PrismMuseum_EmeraldEgg_Received50GoldLeaves,50 Gold Leaves!
Morage_PrismMuseum_Egg_Reward,Amazing! Here is your reward!
Morage_PrismMuseum_CatchMethod,Received as a reward at the
Morage_PrismMuseum_CatchLocation,Prism Museum

Moraga_Gym_Statues_BeforeDefeat,Moraga Town~Pokémon Gym~Leader: Lois*Winning Trainers:~Mura
Moraga_Gym_Statues_AfterDefeat,Moraga Town~Pokémon Gym~Leader: Lois*Winning Trainers:~Mura~<Player.Name>
Moraga_Gym_GymGuy_BeforeBadge,Gym Guy: Hiya, Champion in~the making!*Lois uses Grass Pokémon,~which are weak against Fire~and Flying Pokémon!~Good luck!
Moraga_Gym_GymGuy_AfterBadge,Gym Guy: What a fantastic~battle!
Moraga_Gym_LassKatrin_IntroMessage,A kid?!*Get out of here!
Moraga_Gym_LassKatrin_OutroMessage,You're too rough!
Moraga_Gym_LassKatrin_DefeatMessage,Bleaah!
Moraga_Gym_BeautyRonda_IntroMessage,I was getting bored.
Moraga_Gym_BeautyRonda_OutroMessage,My makeup!
Moraga_Gym_BeautyRonda_DefeatMessage,Grass-type Pokémon are tough~against the Water-type!*They also have an edge~on Rock and Ground Pokémon!
Moraga_Gym_JrTrainerFemaleJacqueline_IntroMessage,I hate boys!
Moraga_Gym_JrTrainerFemaleJacqueline_OutroMessage,I'm in shock!
Moraga_Gym_JrTrainerFemaleJacqueline_DefeatMessage,We don't need men,~except to fight against!
Moraga_Gym_CoolTrainerFemaleHeather_IntroMessage,Don't underestimate the power~of Grass!
Moraga_Gym_CoolTrainerFemaleHeather_OutroMessage,Oh! Beaten!
Moraga_Gym_CoolTrainerFemaleHeather_DefeatMessage,Lois has a twin in Kanto that~uses Grass too.
Moraga_Gym_LeaderLois_BeforeBattle,Lois: Ah, my lovely flowers...~They sure are nice, aren't~they?*<Player.Name>: Pardon me, but I'm~here for your Sprout Badge!*Lois: Oh the Sprout Badge?~I'm just like my sister in~Kanto, aren't I...*Nonetheless, if it's a~battle you want, it's a~battle you'll get!*As a Kimono Girl, as well as~the Moraga Town Gym Leader,~I also have plenty of battling~experience, so don't say I~didn't warn you.*Leafeon, let's go!
Moraga_Gym_LeaderLois_OutroMessage,Lois: Well that's it, you~showed me how good you are!*You earned the Sprout Badge!
Moraga_Gym_LeaderLois_AfterBattle1,Lois: The Sprout Badge will~make Pokémon able to use~Strength in and out of battle.*Also, take this.
Moraga_Gym_LeaderLois_AfterBattle2,TM 21 contains Giga Drain.*Half the damage it inflicts is~drained to heal your Pokémon!
Moraga_Gym_LeaderLois_TalkAgain,Lois: Good luck collecting all~of the Rijon League Badges.
Moraga_Gym_LeaderLois_Rematch_BeforeBattle_Question,Lois: Zzz...*<Player.Name>: She isn't dozing~off still, is she?*Lois: Yaaaawn...*<Player.Name>: ...*Lois: I apologize, that was~rather unladylike. I just~find myself so sleepy...~Perhaps I need a break.~Sleeping in the garden is more~appealing than dancing these~days... But I suppose you'll~be challenging me one again?
Moraga_Gym_LeaderLois_Rematch_BeforeBattle_Answer_No,Lois: Oh, what a shame. Do~come back when you have the~time. I'll likely be here...~a while...~YAAAAWN...~longer...*Zzz...
Moraga_Gym_LeaderLois_Rematch_BeforeBattle_Answer_Yes,Lois: Oh, delightful. Don't~hold back on my account,~Champion.
Moraga_Gym_LeaderLois_Rematch_OutroMessage,Lois: Oh, you're all too much!
Moraga_Gym_LeaderLois_Rematch_AfterBattle,Lois: Grass Pokémon are so~lovely, aren't they?~Every time I smell their~sweet floral scents...~I can't help but... Zzz...*<Player.Name>: And there she~goes...

[City Underpass]
CityUnderpass_Entrance_Moraga_NidoqueenTrade_Question,Hi! Do you have Nidoqueen?~Want to trade it for Nidoking?
CityUnderpass_Entrance_Moraga_NidoqueenTrade_Answer_No,That's too bad.
CityUnderpass_Entrance_Moraga_NidoqueenTrade_AfterTrade,How is my old Nidoking?~My Nidoqueen is doing great!
CityUnderpass_Entrance_Moraga_NidoqueenTrade_TradeSuccess,Okay, connect the cable~like so!
CityUnderpass_Entrance_Moraga_NidoqueenTrade_TradeFail,This is no Nidoqueen.*If you get one, trade it~with me!
CityUnderpass_Entrance_Moraga_NidoqueenTrade_CatchMethod,Received in a trade at the
CityUnderpass_Entrance_Moraga_NidoqueenTrade_CatchLocation,City Underpass
CityUnderpass_Entrance_Route56_Girl,People often lose things in~that underground path.

[Route 60]
Route60_Main_Sign,Route 60~Powerline Road*Moraga Town - Jaeru City -~Yuva Mila Lake

Route60_PowerPlant_Zapdos,Gyaao!
Route60_PowerPlant_Raikou,Rrroar!

[Route 60 - Jaeru City Gate]
Route60_Jaeru_Gate_Guard,Are you working on a~Pokédex?*Prof. Tim's Aide came by here.

Route60_Jaeru_Gate_Aide_SuperRod_Question,Hi! Remember me?*I'm Prof. Tim's Aide!*If you've caught 75 kinds of~Pokémon, I'm supposed to~give you a Super Rod!*So <Player.Name>! Have you~caught at least 75 kinds~of Pokémon?
Route60_Jaeru_Gate_Aide_SuperRod_AnswerYes_75OrMorePokemon,Let's see...*Great! You have caught <Pokedex.Caught>~kinds of Pokémon!~Congratulations!*Here you go!
Route60_Jaeru_Gate_Aide_SuperRod_AnswerYes_LessThan75Pokemon,Let's see...*Uh-oh!~You haven't caught enough~kinds of Pokémon!*You need 75 kinds if~you want the Super Rod.
Route60_Jaeru_Gate_Aide_SuperRod_AnswerNo,Oh, I see.~When you get 75 kinds,~come back for the Super Rod.
Route60_Jaeru_Gate_Aide_SuperRod_AfterReceiveSuperRod,Have fun with it!

Route60_Jaeru_Gate_Binoculars_Left_Intro,Looked into the~binoculars...
Route60_Jaeru_Gate_Binoculars_Left_Flying,A strange Pokémon is flying~to Mt. Boulder!
Route60_Jaeru_Gate_Binoculars_Left_Running,A strange Pokémon is running~towards Mt. Boulder!
Route60_Jaeru_Gate_Binoculars_Left_None,It's Mt. Boulder!
Route60_Jaeru_Gate_Binoculars_Right,Looked into the binoculars...*It looks like part of Johto!

[Jaeru City]
Jaeru_Main_Sign_RijonLeagueEntrance,Path to Rijon League~Entrance
Jaeru_Main_Sign_City,Jaeru City~The Hoppy Town!
Jaeru_Main_Sign_BikeShop,Bike Shop*Cool Bikes for everyone!
Jaeru_Main_Sign_TownMap,Notice!*If you are lost, refer to your~Town Map!
Jaeru_Main_Sign_TownMap,Notice!*If you are lost, refer to your~Town Map!
Jaeru_Main_Sign_Gym,Jaeru City~Pokémon Gym~Leader: Sparky*The Stunning Mechanic!
Jaeru_Main_NewsGuy_Question,Did you hear the news?
Jaeru_Main_NewsGuy_Answer_Yes,Oh, I wish I could have told!
Jaeru_Main_NewsGuy_Answer_No,Team Rocket took over the~Warehouse nearby!
Jaeru_Main_DirectionsGuy,If you go up north, you will~end up at the Rijon League!
Jaeru_Main_SilkTunnelGirl,I got a Ground Pokémon from~Silk Tunnel, but it still~wasn't good enough to beat~Sparky!

Jaeru_BikeShop_Youngster,These Bikes are cool, but~they're way expensive!
Jaeru_BikeShop_Woman,I knew modes of~transportation were getting~more expensive, but come on!
Jaeru_BikeShop_BikeSalesMan_NoVoucher,Hi! Welcome to our Bike Shop.~Have we got just the Bike~for you!*It's a cool Bike!~Do you want it?
Jaeru_BikeShop_BikeSalesMan_Option_Bicycle,Bicycle    $1000000
Jaeru_BikeShop_BikeSalesMan_Answer_Bicycle_NotEnoughMoney,Sorry! You can't afford it!*Come back again some time!
Jaeru_BikeShop_BikeSalesMan_Answer_Bicycle_HaveEnoughMoney,OK! Here you go!
Jaeru_BikeShop_BikeSalesMan_Answer_Cancel,Come back again some time!
Jaeru_BikeShop_BikeSalesMan_HasVoucher_BeforeReceiveBike,Oh, that’s... A Bike Voucher!~OK! Here you go!
Jaeru_BikeShop_ExchangeVoucherForBike,<Player.Name> exchanged the~Bike Voucher for a Bicycle.
Jaeru_BikeShop_BikeInPocket,<Player.Name> stored it in the~№Key Items pocket.
Jaeru_BikeShop_BikeSalesMan_HasVoucher_AfterReceiveBike,How do you like your new~Bicycle?*You can take it on Rinjoh~Veloway and in caves!

Jaeru_PokeMart_RegularGuy,You will need eight Rijon~badges in order to reach the~Rijon League.
Jaeru_PokeMart_LittleBoy,My dad is up north trying to~go to the League!

Jaeru_PokeCenter_Gentleman,Go away, I'm on my cellphone!
Jaeru_PokeCenter_BenchGuy,Sparky was mean to me!~He called me a stupid little~kid.

Jaeru_Gym_Statues_BeforeDefeat,Jaeru City~Pokémon Gym~Leader: Sparky*Winning Trainers:~Mura
Jaeru_Gym_Statues_AfterDefeat,Jaeru City~Pokémon Gym~Leader: Sparky*Winning Trainers:~Mura~<Player.Name>
Jaeru_Gym_GymGuy_BeforeBadge,Gym Guy: Yo! Champ in making!*Sparky uses Electric-type~Pokémon!*Make sure you're prepared to~face him with some Grass and~Ground-type Pokémon!
