language_name,English
DexEvaluation_Rating_Level16,I can't believe it!*<Player.Name>, your Pokédex is~fully complete!*Congratulations!*Come visit me at the lab,~I got something for you!
DexEvaluation_Rating_Level16_ReceivedReward,I can't believe it!*<Player.Name>, your Pokédex is~fully complete!*Congratulations!

[Seashore City]
Seashore_PlayerHouse1F_Mom_LookForTim,Good luck on following your~dad's footsteps, sweetie!*Go south and look for the~Professor.
Seashore_PlayerHouse1F_Mom_TakeARest,<Player.Name>! You should take~a quick rest.
Seashore_PlayerHouse1F_Mom_AfterRest,Oh good! You and your~Pokémon are looking great!~Take care now!
Seashore_PlayerHouse1F_Mom_AfterChampion,<Player.Name>! So my child is~Rijon's Champion?~What are you going to do now?*You should go visit the Gym~Leaders again, they may~surprise you!*Also there's that "Champions~only" building in Hayward, you~could go check that out too!*In any case, why don't you~take a quick rest before~continuing your adventure?
Seashore_PlayerHouse1F_Mom_AfterFinalDungeon,<Player.Name>! So my child is~Rijon's Champion?~What are you going to do now?*You should go visit the Gym~Leaders again, they may~surprise you!*In any case, why don't you~take a quick rest before~continuing your adventure?
Seashore_PlayerHouse1F_Mom_AfterRematch,<Player.Name>! So my child is~Rijon's Champion?~What are you going to do now?*There's that "Champions only"~building in Hayward, you could~go check that out!*In any case, why don't you~take a quick rest before~continuing your adventure?

Seashore_PlayerHouse2F_GameCube,<Player.Name> is playing the~Nintendo GameCube!*...Okay!~It's time to go!
Seashore_PlayerHouse2F_GameCube_Game_Step1_Question,<Player.Name> is playing a new~game on the Nintendo~GameCube!*Let's create a new character.~What class should they be?
Seashore_PlayerHouse2F_GameCube_Game_Step1_Answer_Fighter,Fighter
Seashore_PlayerHouse2F_GameCube_Game_Step1_Answer_Wizard,Wizard
Seashore_PlayerHouse2F_GameCube_Game_Step1_Answer_Random,Random
Seashore_PlayerHouse2F_GameCube_Game_Step2_Fighter_Question,What kind of attacks will~your fighter do?
Seashore_PlayerHouse2F_GameCube_Game_Step2_Fighter_Answer_Melee,Melee
Seashore_PlayerHouse2F_GameCube_Game_Step2_Fighter_Answer_Ranged,Ranged
Seashore_PlayerHouse2F_GameCube_Game_Step2_Wizard_Question,What kind of powers should~your wizard have?
Seashore_PlayerHouse2F_GameCube_Game_Step2_Wizard_Answer_Fire,Fire
Seashore_PlayerHouse2F_GameCube_Game_Step2_Wizard_Answer_Water,Water
Seashore_PlayerHouse2F_GameCube_Game_Step3_Fighter_Question,What would your fighter~rather receive?
Seashore_PlayerHouse2F_GameCube_Game_Step3_Fighter_Answer_Money,Money
Seashore_PlayerHouse2F_GameCube_Game_Step3_Fighter_Answer_Items,Items
Seashore_PlayerHouse2F_GameCube_Game_Step3_Wizard_Question,What would your wizard~rather encounter?
Seashore_PlayerHouse2F_GameCube_Game_Step3_Wizard_Answer_Secrets,Secrets
Seashore_PlayerHouse2F_GameCube_Game_Step3_Wizard_Answer_Battles,Battles
Seashore_PlayerHouse2F_GameCube_Game_Step4_Fighter_Question,What will your fighter~be better at?
Seashore_PlayerHouse2F_GameCube_Game_Step4_Fighter_Answer_Speed,Speed
Seashore_PlayerHouse2F_GameCube_Game_Step4_Fighter_Answer_Power,Power
Seashore_PlayerHouse2F_GameCube_Game_Step4_Wizard_Question,How would your wizard~get past enemies?
Seashore_PlayerHouse2F_GameCube_Game_Step4_Wizard_Answer_Stealth,Stealth
Seashore_PlayerHouse2F_GameCube_Game_Step4_Wizard_Answer_Force,Force
Seashore_PlayerHouse2F_GameCube_Game_Finished_Answer,That's a solid character.*It did take a while. I should~probably get going.
Seashore_PlayerHouse2F_GameCube_Game_Finished_Random,I don't have time to play~this game.*I should probably get going.
Seashore_PlayerHouse2F_BeSureToPlayGameCube,<Player.Name>: Oh wait!~I almost forgot!*Mom bought me a new Nintendo~GameCube!*Might be a good idea to check~it out before I go.
Seashore_PlayerHouse2F_StyleChangeCloset_Question,Should I change my style a~bit?
Seashore_PlayerHouse2F_StyleChangeCloset_Yes,Let's go!
Seashore_PlayerHouse2F_StyleChangeCloset_No,Maybe later.
Seashore_PlayerHouse2F_StyleChangeCloset_Done,Done! Much better!
Seashore_PlayerHouse2F_Decoration_SniffCat,<Player.Name>: A picture of a~funny cat, it was probably~sniffing the camera during~the shot!
Seashore_PlayerHouse2F_Decoration_LeagueTrophy,<Player.Name>: I might be the~Champion, but I still have a~long way to go.
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Breeze,Breeze
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Path,Path
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Sorrow,Sorrow
Seashore_PlayerHouse2F_Decoration_DJSet_ChooseSong_Default,Default Music
Seashore_PlayerHouse2F_Decoration_DexDiploma,<Player.Name>: My Pokédex~completion diploma!
Seashore_PlayerHouse2F_Decoration_SurfingPikachuDoll,<Player.Name>: A Surfing Pikachu~doll!
Seashore_PlayerHouse2F_Decoration_SquirtleDoll,<Player.Name>: A Squirtle doll!
Seashore_PlayerHouse2F_ControlsNote_Question,It's a note on the wall about~the controls.*Do you want to read it?
Seashore_PlayerHouse2F_ControlsNote_Controls,The controls in Pokémon 3D:~Move: [<System.Button(MoveForward)>]~Turn camera: [<System.Button(MoveLeft)>][<System.Button(MoveRight)>]~Toggle run: [<System.Button(Run)>]~Open game menu: [<System.Button(OpenMenu)>]~Battle/trade (PSS): [<System.Button(Special)>]~Toggle perspective: [<System.Button(PerspectiveSwitch)>]~Mute music: [<System.Button(MuteAudio)>]~Hide GUI: [<System.Button(HideGUI)>]~Take screenshot: [<System.Button(Screenshot)>]

Seashore_RivalHouse_Father_BeforeTim,Are you headed to Tim's~place?*My son Mura left home as~well, make sure he stays safe~for me, would you?
Seashore_RivalHouse_Father_AfterTim,Hello <Player.Name>!*Have you met Mura recently?~Is he doing good?
Seashore_RivalHouse_Sister_BrotherGone,My brother is gone!
Seashore_RivalHouse_Note_Speary,Spearow~Name: Speary
Seashore_RivalHouse_Speary_Cry,Speary: Tetweet!

Seashore_Main_YoungGirl_Green_RunningShoes,Are those new shoes?*Try running with them~by pressing [<System.Button(Run)>]!
Seashore_Main_YoungBoy_Blue_Dreams,You will never regret~following your dreams, even~if you don't achieve them.*You'll only regret passing up~the chance.
Seashore_Main_YoungBoy_Red_Question,Hey! Are you going to be a~Pokémon trainer, <Player.Name>?
Seashore_Main_YoungBoy_Red_AnswerYes,Cool!*I'm going to be one soon as~well!*It's very hard, but rewarding.
Seashore_Main_YoungBoy_Red_AnswerNo,Why not?

Seashore_Main_Sign_City,Seashore City*Where waves of new journeys~begin their long travels.
Seashore_Main_Sign_Gym,Seashore City~Pokémon Gym~Leader: Sheryl*Master of the Extrasensory!

Seashore_Gym_Sign_BeforeDefeat,Seashore City~Pokémon Gym~Leader: Sheryl*Winning Trainers:~Mura
Seashore_Gym_Sign_AfterDefeat,Seashore City~Pokémon Gym~Leader: Sheryl*Winning Trainers:~Mura~<Player.Name>
Seashore_Gym_ChannelerHelen_IntroMessage,Do your best!
Seashore_Gym_ChannelerHelen_OutroMessage,I knew it!
Seashore_Gym_ChannelerHelen_DefeatMessage,I need to do better next~time!
Seashore_Gym_TelekineticSebastian_IntroMessage,Psychic Pokémon is what~we use!
Seashore_Gym_TelekineticSebastian_OutroMessage,I don't believe this!
Seashore_Gym_TelekineticSebastian_DefeatMessage,Psychic has no weakness~besides Bug... right?
Seashore_Gym_TelekineticJimbo_IntroMessage,We always cream Fighting-~types!
Seashore_Gym_TelekineticJimbo_OutroMessage,I never foresaw this!
Seashore_Gym_TelekineticJimbo_DefeatMessage,Too bad I lost.
Seashore_Gym_TelekineticJack_IntroMessage,My ability is too much for~you!
Seashore_Gym_TelekineticJack_OutroMessage,I lost my concentration!
Seashore_Gym_TelekineticJack_DefeatMessage,?
Seashore_Gym_TelekineticRaoul_IntroMessage,Psychic all the way!
Seashore_Gym_TelekineticRaoul_OutroMessage,Arrrgh!
Seashore_Gym_TelekineticRaoul_DefeatMessage,I know what you're thinking!*You scare me.
Seashore_Gym_ChannelerSophie_IntroMessage,Gasp!*Not you!
Seashore_Gym_ChannelerSophie_OutroMessage,I lost after all!
Seashore_Gym_ChannelerSophie_DefeatMessage,Be gone!
Seashore_Gym_ChannelerAgnes_IntroMessage,Pray.
Seashore_Gym_ChannelerAgnes_OutroMessage,Not good enough!
Seashore_Gym_ChannelerAgnes_DefeatMessage,Good battle.*Pray.
Seashore_Gym_LeaderSheryl_BeforeBattle,Sheryl: Welcome to the~Seashore City Gym, <Player.Name>.*<Player.Name>: Wait, you know my~name?!*Sheryl: I've been monitoring~you ever since you were~beginning your journey.*My name is Sheryl, and I~specialize in the Psychic-type,~as you might have~guessed from my little puzzle.*I had a vision years ago that~I'd find you one day, you see.*As a psychologist, it's my~job to delve into the~human psyche.*Now let me dive into yours,~and may my vision come to~fruition!
Seashore_Gym_LeaderSheryl_OutroMessage,Sheryl: I'm shocked!*Alright. I can tell that you~earned this.*Take the Psi Badge!
Seashore_Gym_LeaderSheryl_AfterBattle1,Sheryl: The Psi Badge~makes Pokémon up to Lv 70~obey you!*I predicted that you wanted~a TM to go along with this.*Well, I have the perfect one~for you!
Seashore_Gym_LeaderSheryl_AfterBattle2,TM 29 contains Psychic.*It's the strongest Psychic~attack there is!
Seashore_Gym_LeaderSheryl_TalkAgain,Sheryl: Everyone has psychic~power!*People just don't realize it!
Seashore_Gym_LeaderSheryl_Rematch_BeforeBattle_Question,Sheryl: Ah, welcome back~<Player.Name>.*I suspected you might come~back, wishing to flaunt~your power.*Have you put much thought~into what you'll wield it~for, in these coming years?*<Player.Name>: ...*Sheryl: Well, you should.*Your future is a very~important one...*Now, shall we?
Seashore_Gym_LeaderSheryl_Rematch_BeforeBattle_Answer_No,Sheryl: Not ready yet?~How amusing.*But I know you'll be back~soon enough.
Seashore_Gym_LeaderSheryl_Rematch_BeforeBattle_Answer_Yes,Sheryl: I thought so.*Let's see if I can pry into~the source of your power a~little more!
Seashore_Gym_LeaderSheryl_Rematch_OutroMessage,Sheryl: You young trainers...~I wonder how far beyond my~visions you'll travel.
Seashore_Gym_LeaderSheryl_Rematch_AfterBattle,Sheryl: What does strength~even mean to you?*<Player.Name>: I'm not really~sure about the details, I just~know the stronger the~trainers and Pokémon, the~more fun the battle!*So being strong is just~winning a lot, right?*Sheryl: That's just one part~of the picture.*Are battles between weak~trainers any less meaningful?*<Player.Name>: I mean, they're a~lot lamer...*Sheryl: Ha! Maybe you're right.~I never wanted to be a weak~trainer either.*Just keep an open mind, Champion.

[Route 53]
Route53_Sign,Route 53~Gravel Canyon*Seashore City - Gravel Town
Route53_PotionGuy_FreeSamples,Hi! The Gravel Town Mart is~giving away free samples~today, so go ahead and~take a free potion!
Route53_PotionGuy_OutOfSamples,Sorry, but I'm all out of free~samples.
Route53_OtherGuy_StraightForward,This road is pretty straight-~forward.*You can never get lost on this~road!

[Gravel Town]
Gravel_Main_Tim_Late,Tim: There you are!~You're late!
Gravel_Main_Tim_NeedPokemon,Tim: I've been waiting for you~to get here!*You need your very own~Pokémon, so come to~my lab right away!
Gravel_Main_FreshAirGuy,I love living here!*The air is so fresh and clean.
Gravel_Main_GameModeGuy,Did you know?*This GameMode is based on~the romhack Pokémon Brown~by Koolboyman, which first~released on January 17th,~2004!*Years later, in 2014, Leahkim~and Miragics made the first~attempt at a 3D remake using~Pokémon 3D!*Then in 2025, JappaWakka~gave it a massive overhaul,~creating a lot of content~from scratch!
Gravel_Main_Sign_Town,Gravel Town*A Quiet Mountain Town.
Gravel_Main_Sign_Lab,Tim's Lab
Gravel_Main_Sign_Cave,Merson Cave

Gravel_TimsLab_Note_OpenMenu,Press [<system.button(OpenMenu)>] to open~the Menu!
Gravel_TimsLab_Pokedex,It's encyclopedia-like,~but the pages are blank!
Gravel_TimsLab_PokeballAfterChoose,That belongs to Tim.
Gravel_TimsLab_PC_StephanieMail,There's an e-mail message~here!*...*Mr. Tim, don't forget about~our date tonight!*Love,~Stephanie
Gravel_TimsLab_RegularAide,I study Pokémon as Prof.~Tim's Aide.
Gravel_TimsLab_RewardAide_BeforePizza,I'm hungry... Where's the~pizza?
Gravel_TimsLab_RewardAide_AfterPizza,I'm Prof. Tim's Aide.*You are working on the~Pokédex, right?*I'll give you some rewards if~you do a good job with it, so~work hard and catch lots of~different Pokémon!
Gravel_TimsLab_FemaleAide,Prof. Tim is the authority~on Pokémon.*Many Pokémon trainers hold~him in high regard!
Gravel_TimsLab_ChoosePokemon,Mura: Finally you're here!~Let's hurry!*Tim: Mura, be patient.*...*Now then, are you both ready~for your first Pokémon?*Mura: I can't wait! Hurry up!*Tim: I have three newly~hatched Pokémon here.*My grandfather wanted me to~carry on the tradition of~being a master.*I'm passing his legacy to~you two!*Mura: I am honored, good sir!*Tim: Good to know.*<Player.Name>, you pick first.
Gravel_TimsLab_Choose_Charmander,Tim: So! You want the Fire~Pokémon, Charmander?
Gravel_TimsLab_Choose_Squirtle,Tim: So! You want the Water~Pokémon, Squirtle?
Gravel_TimsLab_Choose_Bulbasaur,Tim: So! You want the Grass~Pokémon, Bulbasaur?
Gravel_TimsLab_Choose_Confirm,Tim: Good choice!
Gravel_TimsLab_StarterPokemon_CatchMethod,As a gift from Prof. Tim at
Gravel_TimsLab_StarterPokemon_CatchLocation,Gravel Town
Gravel_TimsLab_Tim_LeaveBeforeChoose,Tim: Hey! Don't go away yet!
Gravel_TimsLab_Tim_ChoosePokemon,Tim: What are you doing?*Choose a Pokémon!
Gravel_TimsLab_Tim_GoodLuck,Tim: Good luck!
Gravel_TimsLab_Tim_TakeGoodCare,<Player.Name>!*I expect you to take good~care of it!
Gravel_TimsLab_Tim_CatchPokemon1,Tim: Pokémon are just waiting~to be caught, <Player.Name>!*But you can't get detailed~data on Pokémon just by~seeing them.*You need to catch them!*Use these to capture wild~Pokémon.
Gravel_TimsLab_Tim_CatchPokemon2,Tim: When a wild Pokémon~appears, it's fair game.*Just throw a Poké Ball at it~and try to catch it!*This won't always work,~though, a healthy Pokémon~could escape.*You have to be lucky!
Gravel_TimsLab_Tim_ComeSeeMeSometimes,Tim: Come see me sometimes.~I want to know how your~Pokédex is coming along.
Gravel_TimsLab_Tim_DexEvaluation,Tim: Good to see you!*How is your Pokédex doing?~Here, let me take a look!
Gravel_TimsLab_Tim_DexComplete1,I can't believe it!*<Player.Name>, your Pokédex is~fully complete!*Congratulations!*Here, take this reward!
Gravel_TimsLab_Tim_DexComplete2,The Shiny Charm will greatly~increase the chance to~encounter a shiny Pokémon in~the wild!*Good luck hunting shiny~Pokémon!
Gravel_TimsLab_Tim_GlitchedPokedex1,Tim: Good to see you!*How is your Pokédex doing?*Oh? That's odd...*This Pokédex entry is all~corrupted.*Let me see if I can do~something about that!*...*Ah, there you go!
